Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
2102,NMI,Financial Services,Asset Management,NYSE,100.57,64,65,52,48,10.77,120206528.87935638,11276410.0,0.0044,-3.67,19220,16370,16784,0.046
2103,SATA,Financial Services,Asset Management,NASDAQ,100.57,64,43,68,62,96.25,,,1.03,-5.03,144420,421990,505022,0.882
2104,ADAMN,Real Estate,REIT - Mortgage,NASDAQ,100.57,64,64,64,54,23.55,,,2.12,-1.75,6637,8505,7691,0.107
2105,FE,Utilities,Utilities - Regulated Electric,S&P 500,100.56,64,57,65,62,49.92,26833421855.20363,578431175.0,0.0519,-4.62,3992040,4066943,4306518,0.116
2106,HRTG,Financial Services,Insurance - Property & Casualty,NYSE,100.55,64,34,83,86,27.82,656330031.2387466,30273525.0,0.0403,-13.01,234491,367840,428566,0.005
2107,TATT,Industrials,Aerospace & Defense,NASDAQ,100.54,64,62,29,87,41.83,562299681.2996254,12983137.0,0.051999997,-35.15,154400,213860,223196,-0.024
2108,ECAT,Financial Services,Asset Management,NYSE,100.54,64,67,54,54,15.05,1554689649.7932444,99468307.0,0.0036000002,-12.19,490481,480863,489444,
2109,ATLCP,Financial Services,Credit Services,NASDAQ,100.53,64,59,53,58,24.49,,,0.88,-2.04,2885,3911,5071,0.608
2110,ED,Utilities,Utilities - Regulated Electric,S&P 500,100.53,64,58,57,55,113.01,38927791726.952934,368529705.0,0.036,-2.77,1897524,2250778,2403212,0.062
2111,DCI,Industrials,Specialty Industrial Machinery,S&P 400,100.5,64,60,59,84,92.79,9481712392.503319,115814243.0,0.0321,-17.77,701524,782061,802544,0.03
2112,ECF,Financial Services,Asset Management,NYSE ARCA,100.48,64,74,68,74,12.49,184685796.65888405,13670303.0,0.0001,-7.69,11083,19637,26680,-0.037
2113,MHH,Industrials,Staffing & Employment Services,NYSE ARCA,100.47,64,61,28,24,7.71,74508735.51769447,11998186.0,0.0066000004,-7.89,9140,22116,22450,-0.15
2114,ITW,Industrials,Specialty Industrial Machinery,S&P 500,100.47,64,56,59,54,283.02,71142455648.80371,287700000.0,0.0328,-6.64,1433187,1445099,1419543,0.046
2115,DORM,Consumer Cyclical,Auto Parts,S&P 600,100.45,64,62,29,35,134.2,3703075158.162979,29882789.0,0.0726,-19.59,248840,303780,282408,0.042
2116,EQR,Real Estate,REIT - Residential,S&P 500,100.42,64,60,53,37,67.86,24524908681.269287,374712144.0,0.0342,-3.35,2928986,3012122,3062609,0.025
2117,EGO,Basic Materials,Gold,NYSE,100.42,64,52,62,96,31.88,8813930988.955536,260535930.0,1.63,-37.69,1852833,2646294,2539136,0.499
2118,PEN,Healthcare,Medical Devices,S&P 400,100.41,64,57,66,86,318.73,12519192097.380066,39331425.0,0.055999998,-12.05,485510,403576,415298,0.156
2119,EPSN,Energy,Oil & Gas E&P,NASDAQ,100.41,64,31,71,28,5.83,171207167.60442734,30248617.0,0.1101,-31.41,139140,179470,175052,0.584
2120,AVGO,Technology,Semiconductors,S&P 500,100.4,64,73,85,74,381.92,2115307652549.0618,4734668184.0,0.0115,-14.92,18339217,25636905,27476817,0.295
2121,DDD,Technology,Computer Hardware,NYSE,100.4,64,89,45,32,2.57,524600969.4002259,146947053.0,0.3114,-32.37,1775107,3344172,4409035,0.011
2122,SUPV,Financial Services,Banks - Regional,NYSE,100.39,64,54,19,39,9.52,915415797.2684956,93985197.0,0.0475,-29.74,389390,645026,717822,0.011
2123,STRRP,Industrials,Conglomerates,NASDAQ,100.39,64,59,65,59,9.95,,,0.75,-8.88,1140,1350,4572,0.571
2124,JL,Consumer Cyclical,Apparel Manufacturing,NASDAQ,100.38,64,27,92,18,6.0,24375822.551748753,3761701.0,0.0062,-27.01,16554,43638,46110,0.193
2125,NLY,Real Estate,REIT - Mortgage,S&P 400,100.38,64,64,66,78,22.31,16011160883.181948,732776229.0,0.0,-9.01,6290800,7945886,7698100,0.488
2126,LGI,Financial Services,Asset Management,NYSE,100.38,64,64,60,67,18.09,238787490.66404343,13012942.0,0.0043,-9.0,29240,32633,33308,0.112
2127,EONR,Energy,Oil & Gas E&P,NYSE ARCA,100.37,64,26,93,24,0.56,29331418.547495842,49968344.0,0.1084,-64.56,835503,1037101,1318944,-0.16
2128,TT,Industrials,Building Products & Equipment,S&P 500,100.34,64,75,73,43,480.99,99762334071.66888,221055477.0,0.0195,-4.47,1095610,1264220,1307882,0.06
2129,IGA,Financial Services,Asset Management,NYSE,100.33,63,53,54,57,10.04,151726372.14704895,15341392.0,0.0017,-0.69,52878,49649,47923,-0.066
2130,RMI,Financial Services,Asset Management,NYSE,100.3,63,59,62,54,15.42,98422879.48513699,6374539.0,3.6,-5.75,12940,12256,13206,
2131,ZTO,Industrials,Integrated Freight & Logistics,NYSE,100.29,63,53,80,67,23.98,16938412806.883816,765751002.0,0.0269,-8.47,1279150,1378090,1583140,0.22
2132,SPXX,Financial Services,Asset Management,NYSE,100.28,63,60,51,52,18.41,331307729.83600616,17976545.0,0.0031,-0.22,346940,312980,288716,-0.082
2133,AEE,Utilities,Utilities - Regulated Electric,S&P 500,100.28,63,64,64,51,113.78,29880872317.351562,276751616.0,0.0403,-1.57,1368369,1753056,1779945,0.037
2134,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,100.28,63,75,90,85,33.36,32455200730.034218,835397735.0,0.0519,-23.47,13612504,13068191,12169798,-0.003
2135,BLMN,Consumer Cyclical,Restaurants,NASDAQ,100.26,63,81,25,17,7.94,722584546.3548155,85614287.0,0.1046,-25.79,1527646,2086512,2134725,0.01
2136,NIE,Financial Services,Asset Management,NYSE,100.24,63,66,65,62,26.02,746202435.906105,27708965.0,0.0005,-3.7,49580,61863,67484,
2137,IOSP,Basic Materials,Specialty Chemicals,S&P 600,100.23,63,59,36,37,84.76,2042899098.314392,24631047.0,0.019199999,-8.01,138092,182137,189668,0.028
2138,THQ,Financial Services,Asset Management,NYSE,100.23,63,58,56,60,18.61,773637661.4114285,41437475.0,0.0070999996,-8.73,262700,274373,220006,
2139,CSQ,Financial Services,Asset Management,NASDAQ,100.19,63,67,62,61,20.0,3314840367.685232,160369635.0,0.0001,-3.61,230547,215825,219179,-0.022
2140,MAS,Industrials,Building Products & Equipment,S&P 500,100.18,63,73,66,38,77.34,14303397721.25,203607085.0,0.0692,-2.34,1910190,2214210,2386864,0.065
2141,BUI,Financial Services,Asset Management,NYSE,100.18,63,68,65,70,27.87,683197394.3073578,24522519.0,0.0028,-9.51,59349,71779,71605,
2142,STAG,Real Estate,REIT - Industrial,S&P 400,100.17,63,60,65,57,40.5,7240935228.620968,191205055.0,0.0468,1.28,1808210,1644986,1425932,0.091
2143,AVA,Utilities,Utilities - Diversified,S&P 600,100.16,63,59,58,61,42.05,3427015792.9769897,82638430.0,0.048499998,-3.33,457895,726575,752787,-0.076
2144,IMCR,Healthcare,Biotechnology,NASDAQ,100.15,63,33,28,44,35.0,1469506401.8141174,50865574.0,0.19620001,-14.04,648745,651891,558573,0.136
2145,AXTA,Basic Materials,Specialty Chemicals,S&P 400,100.14,63,71,31,59,32.76,6585357589.330017,214018768.0,0.0542,-8.29,1639301,1909530,2350530,-0.006
2146,KOF,Consumer Defensive,Beverages - Non-Alcoholic,NYSE,100.13,63,67,58,74,102.71,22596551275.6615,210083226.0,2.05,-11.73,115530,140410,131510,0.011
2147,GHC,Consumer Defensive,Education & Training Services,S&P 400,100.11,63,55,69,72,1154.88,4726120370.605469,4307084.0,0.0544,-5.71,17822,20997,18844,0.06
2148,SNFCA,Financial Services,Insurance - Life,NASDAQ,100.11,63,54,66,36,9.48,252567489.23366737,26037886.0,0.0106,-5.2,30260,39284,36433,-0.036
2149,RL,Consumer Cyclical,Apparel Manufacturing,S&P 500,100.09,63,79,75,78,373.58,21657997946.141052,59516346.0,0.1022,-5.04,547620,650276,727394,0.166
2150,AIRJ,Industrials,Building Products & Equipment,NASDAQ,100.07,63,76,21,11,4.17,307442586.92783356,68472740.0,0.0685,-38.22,1702659,1483269,1695669,
2151,JCE,Financial Services,Asset Management,NYSE,100.07,63,59,60,57,16.4,282584522.62921524,17002678.0,0.0004,-1.68,29440,43200,42074,
2152,TCBX,Financial Services,Banks - Regional,NYSE,100.01,63,59,53,66,42.39,634812608.6107597,16592071.0,0.0253,-3.31,109050,136203,114034,0.256
2153,PRPO,Healthcare,Diagnostics & Research,NASDAQ,100.0,63,71,97,97,23.68,40752080.236343384,1787372.0,0.0044,-29.59,127630,70916,56976,0.229
2154,ABEO,Healthcare,Biotechnology,NASDAQ,99.98,63,61,42,26,6.05,329431944.2780571,56995144.0,0.2725,-19.76,1191209,1440409,1274377,
2155,MDU,Utilities,Utilities - Regulated Gas,S&P 600,99.97,63,70,72,66,21.25,4405846969.974106,209006024.0,0.0646,-7.53,1236770,1525670,1670174,-0.102
2156,ESNT,Financial Services,Insurance - Specialty,S&P 400,99.96,63,45,60,55,65.75,5334729009.154358,92152860.0,0.036199998,-2.0,473714,812904,806874,0.058
2157,ETG,Financial Services,Asset Management,NYSE,99.91,63,66,56,72,22.8,1780590107.8171005,76321908.0,0.06,-3.68,61882,85560,103692,0.442
2158,ALHC,Healthcare,Healthcare Plans,S&P 600,99.91,63,83,79,86,19.43,3167162105.269844,206733823.0,0.1247,-18.6,3268944,4852714,5991088,0.333
2159,SYY,Consumer Defensive,Food Distribution,S&P 500,99.91,63,50,36,65,83.11,36251022345.04199,478182608.0,0.033099998,-9.52,2512010,3392673,3355760,0.047
2160,ETO,Financial Services,Asset Management,NYSE,99.9,63,67,60,70,30.03,507540622.60715866,16388138.0,0.28,-3.6,24217,32132,36919,0.234
2161,MARPS,Energy,Oil & Gas Midstream,NASDAQ,99.89,63,31,61,67,4.99,9699999.809265137,2000000.0,0.005,-36.84,13140,16633,13832,-0.311
2162,UFPT,Healthcare,Medical Devices,S&P 600,99.89,63,73,27,70,237.2,1702900321.122528,7736939.0,0.2138,-13.72,192430,212083,203400,0.041
2163,FGBI,Financial Services,Banks - Regional,NASDAQ,99.88,63,82,52,52,9.29,157398217.7886734,16464248.0,0.0355,-10.33,35326,61288,47381,0.945
2164,FLS,Industrials,Specialty Industrial Machinery,S&P 400,99.88,63,72,87,83,72.4,9650708428.735252,127807021.0,0.060599998,-21.65,1816436,1985975,2039589,-0.067
2165,O,Real Estate,REIT - Retail,S&P 500,99.88,63,57,61,60,64.72,57143141100.103455,932492530.0,0.0419,-4.74,4800390,5917536,5982662,0.12
2166,IQV,Healthcare,Diagnostics & Research,S&P 500,99.86,63,51,21,72,208.05,30410850120.544434,166900000.0,0.0342,-15.79,1098148,1420619,1521483,0.084
2167,TRX,Basic Materials,Gold,NYSE ARCA,99.85,63,63,96,99,0.81,374535285.83511543,325682864.0,0.0046,-71.07,1505900,1569223,1948990,2.741
2168,SCHW,Financial Services,Capital Markets,S&P 500,99.83,63,36,37,68,101.61,151913483882.7398,1739135507.0,0.0,-5.48,9197350,10957013,11290236,0.158
2169,ACNT,Basic Materials,Chemicals,NASDAQ,99.82,63,58,57,82,15.12,122467814.9739027,9038215.0,0.0493,-15.63,31611,83753,73518,0.089
2170,MATW,Industrials,Conglomerates,S&P 600,99.82,63,59,75,67,27.69,828112733.0866852,31202438.0,0.13520001,-10.48,223710,347046,313826,-0.395
2171,AVTR,Healthcare,Medical Instruments & Supplies,S&P 400,99.82,63,46,12,23,11.44,6226729188.104845,682755402.0,0.0687,-28.19,10970772,9024344,9736044,0.0
2172,LANDP,Real Estate,REIT - Specialty,NASDAQ,99.81,63,57,60,45,20.93,,,0.23,-1.18,19880,22590,22710,-0.018
2173,KVACU,Financial Services,Shell Companies,NASDAQ,99.81,63,52,44,42,12.49,,,,4.08,10,173,320,
2174,WDFC,Basic Materials,Specialty Chemicals,S&P 600,99.79,63,71,52,60,231.33,2690676754.3650513,13455402.0,0.054899998,-8.65,151290,198923,178676,0.107
2175,PW,Real Estate,REIT - Specialty,NYSE ARCA,99.78,63,50,22,46,9.26,2864374.3949353695,3672275.0,0.0128999995,372.45,12460,11666,16828,-0.011
2176,CALM,Consumer Defensive,Farm Products,S&P 600,99.78,63,31,28,27,90.32,3539978787.9127502,47376589.0,0.14829999,-28.54,1172674,956221,869144,-0.53
2177,ULS,Industrials,Specialty Business Services,S&P 400,99.76,63,77,79,52,85.46,20055529942.5,201563115.0,0.0356,-20.53,659200,1162783,963130,0.075
2178,ADUS,Healthcare,Medical Care Facilities,S&P 600,99.76,63,29,33,28,114.55,1711186669.3760376,18664776.0,0.0591,-7.95,236571,266043,247492,0.077
2179,TBLD,Financial Services,Asset Management,NASDAQ,99.75,63,62,66,68,21.78,727937942.403574,32081883.0,0.26,-5.39,46110,49440,50044,
2180,CPK,Utilities,Utilities - Regulated Gas,S&P 600,99.75,63,39,47,48,135.78,2960267119.1943283,24004761.0,0.0359,-3.42,190569,221556,185167,0.182
2181,WTM,Financial Services,Insurance - Property & Casualty,NYSE,99.74,63,45,72,60,2208.05,5113877918.703613,2476670.0,0.0366,-5.36,15630,17953,20654,-0.108
2182,TCBS,Financial Services,Banks - Regional,NASDAQ,99.74,63,54,52,53,17.75,48330316.0,2885392.0,0.0011,-11.25,910,2106,2932,0.121
2183,TSAT,Technology,Communication Equipment,NASDAQ,99.74,63,85,94,80,37.47,825016338.2266846,15218896.0,0.062800005,-36.62,208330,240910,266776,-0.254
2184,VERA,Healthcare,Biotechnology,NASDAQ,99.73,63,72,78,90,35.45,2549728782.9396057,71782904.0,0.1599,-36.75,1702890,2236716,1791968,
2185,HRL,Consumer Defensive,Packaged Foods,S&P 500,99.72,63,58,25,37,25.31,12783816245.655804,550314959.0,0.0848,-20.56,3204674,3939121,5196830,-0.029
2186,SBR,Energy,Oil & Gas Midstream,NYSE,99.71,63,49,66,58,73.8,1090097576.708107,14579345.0,0.0021,-12.55,31190,33166,35672,-0.302
2187,KSPI,Technology,Software - Infrastructure,NASDAQ,99.7,63,67,57,31,85.79,17178465136.358597,190027266.0,0.015700001,-13.52,321900,343813,417382,0.313
2188,VIV,Communication Services,Telecom Services,NYSE,99.68,63,58,81,82,14.05,20995134281.202187,1597803176.0,0.0137,-18.6,1119910,1094920,1086540,0.074
2189,HLT,Consumer Cyclical,Lodging,S&P 500,99.67,62,73,74,70,324.97,74591266403.19324,227648372.0,0.026400002,-5.74,2189828,2336379,2018539,0.11
2190,MBINL,Financial Services,Banks - Regional,NASDAQ,99.67,62,57,56,56,24.82,,,0.49,-2.05,10820,18826,19026,0.158
2191,AMCR,Consumer Cyclical,Packaging & Containers,S&P 500,99.66,62,55,27,46,44.54,17948259544.703293,462345690.0,0.0728,-12.56,3405153,3423681,3550804,0.774
2192,PMM,Financial Services,Asset Management,NYSE,99.64,62,58,54,53,6.41,268565398.3730178,42833397.0,0.0022,-1.69,57830,80763,89680,-0.002
2193,TFC,Financial Services,Banks - Regional,S&P 500,99.63,62,62,70,73,51.2,60063838707.11346,1245879275.0,0.0231,-8.9,8616410,10334776,9561400,0.052
2194,ACAD,Healthcare,Biotechnology,S&P 600,99.63,62,51,57,77,24.84,3708968918.07148,171235870.0,0.1058,-12.38,1369936,1686548,1549509,0.097
2195,JCTC,Basic Materials,Lumber & Wood Production,NASDAQ,99.61,62,36,17,8,2.55,7709047.671422482,3520113.0,0.00090000004,-36.57,17493,24477,28050,0.164
2196,SGU,Energy,Oil & Gas Refining & Marketing,NYSE,99.61,62,59,57,59,13.05,412065865.4125757,32833933.0,0.0018000001,-3.55,20060,24390,21950,0.032
2197,CL,Consumer Defensive,Household & Personal Products,S&P 500,99.6,62,61,49,59,90.75,72121060312.51442,800189310.0,0.0277,-8.64,3996237,4891689,5099599,0.084
2198,CTAS,Industrials,Specialty Business Services,S&P 500,99.59,62,29,29,34,205.91,68527440042.042465,400136881.0,0.0399,-10.18,2875021,2379947,2317056,0.089
2199,MLSS,Healthcare,Medical Instruments & Supplies,NYSE ARCA,99.57,62,22,24,8,0.4,34349315.04007459,88075170.0,0.014199999,-58.76,121800,176036,216302,-0.032
2200,GPN,Industrials,Specialty Business Services,S&P 500,99.56,62,29,29,24,80.92,20655270797.921974,273543507.0,0.0639,-10.72,3133139,3620333,3758355,0.631
2201,KWR,Basic Materials,Specialty Chemicals,S&P 600,99.54,62,71,61,77,148.82,2492605686.1207275,17366444.0,0.1601,-18.68,115580,164443,157278,0.085
2202,KVAC,Financial Services,Shell Companies,NASDAQ,99.54,62,50,52,49,12.8,67509948.72034264,5506521.0,0.0001,1.99,960,2016,2290,
2203,GGZ,Financial Services,Asset Management,NYSE,99.49,62,65,71,74,15.87,121240874.80173111,7707621.0,0.0001,-5.54,7832,8250,7578,
2204,LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",S&P 600,99.48,62,72,40,43,38.84,1550136405.7091217,41248971.0,0.0553,-6.93,386220,702040,574888,0.038
2205,MXE,Financial Services,Asset Management,NYSE,99.47,62,59,74,83,13.2,60634878.84501743,4400209.0,2.49,-7.69,4460,3656,2940,0.285
2206,COLD,Real Estate,REIT - Industrial,NYSE,99.47,62,75,29,21,14.32,4476451836.160816,285306052.0,0.0832,-20.8,4371233,4361511,4487408,0.003
2207,MDIA,Communication Services,Broadcasting,NASDAQ,99.46,62,40,52,10,1.02,69306478.6535967,81729339.0,0.0019,-36.25,25120,65426,132964,0.12
2208,GNRC,Industrials,Specialty Industrial Machinery,S&P 500,99.45,62,93,85,59,202.01,16360195352.293549,58868681.0,0.045300003,-29.64,852159,934363,910525,0.124
2209,HQY,Healthcare,Health Information Services,S&P 400,99.41,62,30,33,28,94.64,7356153615.836525,83602157.0,0.071,-18.87,785995,934081,983845,0.072
2210,EURK,Financial Services,Shell Companies,NASDAQ,99.4,62,59,53,52,11.93,55495929.5,4825733.0,0.0002,-5.77,10075,25695,16007,
2211,LYB,Basic Materials,Specialty Chemicals,S&P 500,99.4,62,40,84,32,61.72,21513605612.980476,322784773.0,0.04,-26.47,4461140,5408593,5157088,-0.063
2212,SRI,Consumer Cyclical,Auto Parts,NYSE,99.36,62,72,46,64,7.39,210917274.22600985,28235245.0,0.018099999,-23.89,143620,301953,245920,-0.262
2213,IFF,Basic Materials,Specialty Chemicals,S&P 500,99.36,62,60,42,37,75.94,19415829900.77437,255303473.0,0.0574,-10.08,1686497,1941952,2029743,-0.036
2214,UTMD,Healthcare,Medical Instruments & Supplies,NASDAQ,99.35,62,63,70,59,67.14,211578451.53312683,3184025.0,0.0509,-6.5,36930,23373,18002,-0.102
2215,SABS,Healthcare,Biotechnology,NASDAQ,99.33,62,84,76,95,3.58,275270731.10781574,76464094.0,0.0373,-45.76,472550,976703,777252,
2216,FLG,Financial Services,Banks - Regional,S&P 400,99.33,62,74,67,69,13.85,5860420790.222586,416815122.0,0.0002,-7.17,4411614,5221518,4719396,0.212
2217,AGRO,Consumer Defensive,Farm Products,NYSE,99.32,62,33,89,46,10.58,1750461709.0947933,144308466.0,0.0432,-33.42,630155,834025,807997,0.225
2218,BPYPN,Real Estate,Real Estate Services,NASDAQ,99.32,62,59,63,59,13.91,,,0.86,-6.52,10834,16184,16442,-0.028
2219,AGCO,Industrials,Farm & Heavy Construction Machinery,S&P 400,99.31,62,60,63,58,121.21,8130029323.170685,72408527.0,0.0348,-15.7,720153,730967,710730,0.143
2220,RFM,Financial Services,Asset Management,NYSE,99.31,62,57,57,50,14.67,88877149.03197098,6114699.0,2.24,-1.54,7360,11333,11278,
2221,MIY,Financial Services,Asset Management,NYSE,99.3,62,56,58,59,12.15,350183831.9196701,28964750.0,0.0021,-5.81,63560,61073,58388,0.039
2222,GOODN,Real Estate,REIT - Diversified,NASDAQ,99.3,62,49,49,51,23.25,,,1.0,-4.52,2729,2333,2655,0.118
2223,CMC,Industrials,Metal Fabrication,S&P 400,99.28,62,78,72,87,68.95,8432985891.60144,110887384.0,0.077199996,-18.76,1158502,1459947,1287164,0.215
2224,KLC,Consumer Defensive,Education & Training Services,NYSE,99.28,62,69,11,9,4.93,454764657.99521756,118428299.0,0.14819999,-60.02,453590,678683,837980,0.006
2225,SOGP,Communication Services,Internet Content & Information,NASDAQ,99.27,62,68,98,99,11.0,56977091.30768967,4174146.0,0.0221,-70.27,8140,14530,17544,0.575
2226,VPV,Financial Services,Asset Management,NYSE,99.26,62,62,60,57,10.84,197666074.97945595,17872158.0,0.0046,-4.16,16260,28646,30514,-0.105
2227,GTES,Industrials,Specialty Industrial Machinery,S&P 600,99.26,62,77,63,55,26.89,6583678153.138657,253999928.0,0.045100003,-5.55,1648999,1959569,1935575,0.004
2228,CKX,Energy,Oil & Gas E&P,NYSE ARCA,99.26,62,56,38,43,11.46,21824761.504961967,2053129.0,0.00059999997,-13.51,5140,7556,7874,-0.51
2229,AON,Financial Services,Insurance Brokers,S&P 500,99.24,62,32,35,42,361.7,67503129979.5119,213576949.0,0.0135,-5.07,1231397,1564349,1564879,0.065
2230,AVNT,Basic Materials,Specialty Chemicals,S&P 400,99.24,62,61,61,55,37.6,3248373947.213669,91710167.0,0.0277,-16.16,631793,965137,898860,0.025
2231,TOWN,Financial Services,Banks - Regional,NASDAQ,99.24,62,60,55,52,36.65,3110524705.9880447,91298055.0,3.7,-3.2,699670,722393,650908,0.362
2232,OC,Industrials,Building Products & Equipment,S&P 400,99.23,62,63,38,24,138.95,10132073072.004707,80528319.0,0.0699,-12.84,926830,1295176,1217684,-0.105
2233,NHI,Real Estate,REIT - Healthcare Facilities,S&P 600,99.22,62,37,54,67,79.95,3552445424.286598,48471079.0,0.0398,-12.51,392770,803040,663442,-0.026
2234,NEWTP,Financial Services,Banks - Regional,NASDAQ,99.2,62,59,56,40,24.85,,,0.69,-0.0,4350,4003,4192,0.107
2235,BSBK,Financial Services,Banks - Regional,NASDAQ,99.2,62,59,52,50,9.04,107976955.09643555,12854400.0,0.0045,-4.84,10136,8798,14573,0.03
2236,MAZE,Healthcare,Biotechnology,NASDAQ,99.2,62,65,83,97,27.68,1464435555.3899002,55345261.0,0.0804,-48.41,397020,719710,624160,
2237,AURA,Healthcare,Biotechnology,NASDAQ,99.2,62,57,73,24,7.05,772297566.5686369,103386558.0,0.0366,-26.06,395957,643479,575817,
2238,AG,Basic Materials,Silver,NYSE,99.2,62,74,92,97,16.31,10408662455.768372,493769568.0,1.54,-49.09,8948024,10908171,11492588,0.954
2239,SLNG,Energy,Oil & Gas Integrated,NASDAQ,99.19,62,27,19,48,4.6,68434388.92143703,18596301.0,0.0022,-27.67,66100,45636,47242,-0.401
2240,ETW,Financial Services,Asset Management,NYSE,99.17,62,62,63,65,9.4,1038194879.7294445,108597786.0,0.23,-2.08,202234,241091,243580,0.046
2241,PMN,Healthcare,Biotechnology,NASDAQ,99.16,62,27,28,23,12.61,96940765.09299374,8967693.0,0.0187,-68.28,134750,73863,52746,
2242,CUBE,Real Estate,REIT - Industrial,S&P 400,99.16,62,61,52,33,42.09,9056545200.0,226413630.0,0.0336,-4.62,2082985,1944518,2000329,0.033
2243,EXG,Financial Services,Asset Management,NYSE,99.16,62,64,59,69,9.5,2924748536.9358654,305936026.0,0.63,-2.86,338361,412053,433534,
2244,TTAM,Basic Materials,Building Materials,NYSE,99.14,62,81,57,71,17.15,2999577389.944439,184362465.0,0.1224,-11.69,172500,247490,262864,0.015
2245,GAM,Financial Services,Asset Management,NYSE,99.13,62,62,73,70,64.06,1531305058.380066,23986608.0,0.0004,-3.2,22830,28046,28954,-0.221
2246,RGT,Financial Services,Asset Management,NYSE,99.13,62,59,68,78,14.54,95095723.97788239,6562852.0,0.0011,-3.0,17800,18846,16236,
2247,AX,Financial Services,Banks - Regional,S&P 600,99.12,61,64,76,81,95.83,4943843836.167755,56884635.0,0.0802,-5.98,321859,421733,385803,0.193
2248,GLO,Financial Services,Asset Management,NYSE ARCA,99.12,61,64,63,67,5.82,257452655.62429905,42766222.0,0.0011,-4.43,117907,133132,137435,-0.186
2249,MNSB,Financial Services,Banks - Regional,NASDAQ,99.09,61,71,77,66,23.08,162909247.26609802,7117049.0,0.0255,-8.3,36830,48816,43924,0.037
2250,DBI,Consumer Cyclical,Footwear & Accessories,NYSE,99.07,61,86,95,94,5.46,391786291.47232676,50749521.0,0.45720002,-37.6,465635,697775,699435,0.0
2251,ATRC,Healthcare,Medical Instruments & Supplies,NASDAQ,99.07,61,24,23,57,35.04,1401235643.7635994,50640970.0,0.0911,-18.85,894990,1023790,919044,0.143
2252,TYG,Financial Services,Asset Management,NYSE,99.04,61,48,75,61,44.76,946405383.0907059,21514102.0,0.0546,-12.54,145900,186800,204312,0.931
2253,TCBI,Financial Services,Banks - Regional,S&P 400,99.04,61,68,70,79,99.25,4344821627.8188095,43670939.0,0.1009,-8.88,574980,591323,534756,0.169
2254,TITN,Industrials,Industrial Distribution,NASDAQ,99.0,61,78,78,30,19.98,508606016.82660675,23309167.0,0.041199997,-10.08,151540,196050,212234,-0.155
2255,CRBG,Financial Services,Asset Management,S&P 400,99.0,61,41,27,34,31.29,12331794267.0,456733121.0,0.078200005,-14.44,3883317,4448595,4885491,0.021
2256,BMRN,Healthcare,Biotechnology,S&P 400,98.98,61,48,33,36,59.33,11073265629.977188,193284438.0,0.0589,-10.49,1489680,1757060,2073682,0.028
2257,HAPN,Financial Services,Banks - Regional,NASDAQ,98.96,61,81,61,71,18.06,,,,,1283102,2089677,1991348,
2258,CAPL,Energy,Oil & Gas Refining & Marketing,NYSE,98.95,61,61,40,56,21.76,824896668.2403889,38154331.0,0.0025,-6.77,27682,31760,40428,-0.02
2259,AUDC,Technology,Communication Equipment,NASDAQ,98.95,61,44,41,28,9.58,250463565.64391327,25453614.0,0.0034999999,-16.7,88853,108154,109898,0.029
2260,SLGN,Consumer Cyclical,Packaging & Containers,S&P 400,98.93,61,57,25,34,46.43,3969331855.609062,105679758.0,0.09,-18.6,1564830,1141593,1037406,0.065
2261,STRR,Industrials,Conglomerates,NASDAQ,98.93,61,61,37,34,10.55,42903340.33746147,3692198.0,0.0019,-12.01,2840,6266,7504,0.571
2262,EQH,Financial Services,Asset Management,S&P 400,98.93,61,37,28,31,48.0,11640826346.935501,281519390.0,0.0001,-15.21,2334599,3392699,3896261,-0.076
2263,CABA,Healthcare,Biotechnology,NASDAQ,98.92,61,75,85,85,2.69,616347124.2149649,163054796.0,0.1551,-36.41,2844434,5574968,4725546,
2264,BIO,Healthcare,Medical Devices,S&P 400,98.9,61,59,41,39,314.46,8362464437.051697,26761598.0,0.0,-8.35,297501,309180,374386,0.011
2265,FSBW,Financial Services,Banks - Regional,NASDAQ,98.87,61,58,60,60,43.61,301845998.03178406,7414542.0,0.026600001,-1.38,21405,21895,18015,0.026
2266,NTNX,Technology,Software - Infrastructure,S&P 400,98.82,61,31,18,9,52.63,14024996411.821243,269348886.0,0.0856,-36.14,2736000,3602186,4109066,0.1
2267,GRND,Technology,Software - Application,NYSE,98.82,61,31,33,14,14.85,2221574712.5,177725977.0,0.13430001,-40.91,1380493,1760181,1725172,0.383
2268,AGD,Financial Services,Asset Management,NYSE,98.81,61,61,65,74,12.05,327006736.916214,26118748.0,0.62,-13.81,186460,127666,120462,-0.042
2269,V,Financial Services,Credit Services,S&P 500,98.76,61,44,33,35,351.6,620653078710.4248,1901743800.0,0.0156,-6.37,6907300,8684313,8404802,0.171
2270,RYDE,Technology,Software - Application,NYSE ARCA,98.76,61,93,99,23,0.61,163785880.83875048,169726306.0,0.010299999,-60.65,92730,79296,161136,0.388
2271,RNGR,Energy,Oil & Gas Equipment & Services,NYSE,98.76,61,51,83,66,16.04,367354692.486434,23761623.0,0.0139,-14.75,200770,201326,204158,0.177
